Gene.ID	Gene.Name	1.AD_A	2.AD_A	3.AD_A	4.AD_A	1.AD_B	2.AD_B	3.AD_B	4.AD_B	1.AD_C	2.AD_C	3.AD_C	4.AD_C
ENSG00000032444	PNPLA6	36192	1391.5	42737	47298	50403	3124	59890	71947	44370	1522	48437	60222
ENSG00000033178	UBA6	181850	8099.4	203690	278610	117810	5094.5	142340	182680	85562	4284.2	98434	139040
ENSG00000033627	ATP6V0A1	717330	31481	767070	765890	408490	19304	454270	424770	279710	14600	302720	311650
ENSG00000034713	GABARAPL2	265890	15077	266170	442430	114470	5865.3	117170	190650	70277	3635.5	65089	128540
ENSG00000035403	VCL	247140	12958	305600	435790	178710	10393	227730	293870	204370	10294	258880	334760
ENSG00000035687	ADSS2	243380	13104	236150	375370	174700	8823.8	154300	257140	91164	4443.7	80223	125420
ENSG00000036257	CUL3	281530	14474	295160	533630	26788	1270.9	29134	100490	9731.6	208.96	11893	60305
ENSG00000038274	MAT2B	65432	3279.5	78968	89606	53965	2392.7	67424	76865	38330	2112	48797	53712
ENSG00000038382	TRIO	106940	6112.4	114430	145830	80471	4046.1	87267	120640	29480	1200.8	28843	43806
ENSG00000038427	VCAN	74924	4167.3	72703	191560	33282	1574	35039	98574	17389	940.51	18449	46930
ENSG00000039319	ZFYVE16	13371	294.21	13336	20279	7208.5	329.24	8026.6	10703	5993.9	166.2	6276.5	8489.7
ENSG00000040341	STAU2	47893	2524.1	62186	68540	37337	1566.2	46839	52958	8576.1	477.49	7756.2	11466
ENSG00000040731	CDH10	30540	1642.1	34722	32601	22061	1602.8	28890	22531	13500	603.29	15487	13794
ENSG00000040933	INPP4A	106910	5524.6	111600	149570	61994	2976.8	63033	85030	69143	3149.4	74530	90026
ENSG00000041982	TNC	297020	14336	272230	568350	177400	7734.2	141700	330000	132200	5162.9	118850	256140
ENSG00000042493	CAPG	80179	4566.1	86553	129490	0	0	0	0	14910	748.89	16676	24990
ENSG00000042753	AP2S1	193960	9560.9	209050	250330	118560	7161.3	141300	171710	51555	2161.4	55083	63786
ENSG00000044574	HSPA5	647780	29278	703560	977830	329580	14810	349340	479580	223940	11559	233950	322240
ENSG00000047056	WDR37	101810	4630.7	117380	155300	43847	2724.4	50382	70743	32122	1625.5	39241	56543
ENSG00000047249	ATP6V1H	149740	7549.6	186300	361060	132210	5880.4	172500	277670	72397	3954.7	86705	178300
ENSG00000047410	TPR	232760	11683	205080	300760	186170	9520	192760	253150	130400	6817.9	124300	154580
ENSG00000047457	CP	93806	4717.5	90991	105740	0	299.8	10090	12065	38339	2151.3	43488	53704
ENSG00000047849	MAP4	402600	19685	428300	725070	224740	12004	207680	404480	163500	9154.4	159800	293280
ENSG00000048392	RRM2B	136140	7239	178750	217700	82205	3910.2	105820	128390	46171	2710.2	63320	77157
ENSG00000048707	VPS13D	9919.8	509.51	12181	14009	0	0	0	0	8324.1	433.63	9895.3	12058
ENSG00000049759	NEDD4L	43747	1822.2	44401	89233	25642	1553.2	24300	27758	0	0	0	0
ENSG00000049860	HEXB	0	0	0	0	27077	1052.7	32142	44364	22113	937.9	25545	32575
ENSG00000050165	DKK3	105100	5397.1	107750	171510	43521	1953	46902	68427	38208	1610.8	41322	63220
ENSG00000050405	LIMA1	0	0	0	0	9290.4	343.03	8216.7	12504	7011.5	198.52	6462	10843
ENSG00000050426	LETMD1	0	0	0	0	44537	2494.7	54699	59272	12074	596.36	14800	17575
ENSG00000051620	HEBP2	29406	1244.4	35892	50491	15325	639.13	17129	25535	7862.3	294.03	8315	12548
ENSG00000054116	TRAPPC3	123250	6689.4	147010	188230	16289	1446.5	36403	47707	7272.7	535.66	18624	26024
ENSG00000054356	PTPRN	42530	1571	53456	49030	6044.2	187.18	7172.2	7196.1	0	0	0	0
ENSG00000054654	SYNE2	61473	3231.7	56796	34355	0	0	0	0	5435.1	180.31	4187.9	3298.8
ENSG00000054983	GALC	26097	1174	22063	34057	9523.2	380.47	7867.5	11835	12039	439.5	9270.3	14531
ENSG00000055163	CYFIP2	868390	44224	915490	1267900	417580	19982	446410	618220	267890	13414	303640	372740
ENSG00000055332	EIF2AK2	96803	4377.8	100750	161980	36941	1825.9	37004	60230	23859	1163	27798	44055
ENSG00000055955	ITIH4	9092.5	374.25	9112.9	9553	0	0	0	0	2353.8	56.201	3977.7	2884.4
ENSG00000057608	GDI2	622460	32078	707530	929440	315620	16995	356530	450650	183660	8924.2	211860	269620
ENSG00000057663	ATG5	38280	2059.7	49118	51795	25653	1241.3	35026	34600	0	0	0	0
ENSG00000057757	PITHD1	513040	26469	549850	685370	192280	10124	199330	250330	96591	4741.5	109820	115800
ENSG00000058272	PPP1R12A	2216.7	70.017	4712.2	2734.2	46711	3035.6	72344	66217	26252	1170.3	38263	37826
ENSG00000058404	CAMK2B	118260	5958.6	112540	177220	54519	3103.9	54548	84152	36900	1563	33026	55565
ENSG00000058668	ATP2B4	74315	4370	83023	122850	128020	6963.3	148360	203910	15810	838.21	18301	25450
ENSG00000059573	ALDH18A1	143390	6446.6	150600	186010	12202	527.08	14163	16354	42007	1739.8	43634	55914
ENSG00000059915	PSD	93183	5376.9	109850	112360	22296	1139	23341	25790	13643	928.47	15887	15206
ENSG00000060971	ACAA1	0	0	0	0	19482	451.82	21650	27037	20189	879.42	22686	26783
ENSG00000060982	BCAT1	94965	3864.3	111990	140120	49203	2742.6	57935	69586	25725	1408.8	31051	37668
ENSG00000061676	NCKAP1	169420	8072	172700	218650	174790	8888.2	195590	237270	166410	8260.6	178750	224710
ENSG00000061918	GUCY1B1	57916	3017.3	110540	161660	55580	3327.4	93550	121570	18307	739.48	39928	48537
ENSG00000061987	MON2	99412	6331.9	153660	180760	21383	1520.6	36948	39922	30970	1674.8	47503	53595
ENSG00000062485	CS	304150	15704	243120	455590	161860	8134.4	138190	274890	69747	3200	58081	105560
ENSG00000062598	ELMO2	26133	1344.6	27628	35092	12676	604.45	13228	16194	7824.2	242.04	7773.4	10524
ENSG00000063177	RPL18	113460	5962.7	130120	152950	43159	2131.1	50794	58862	36794	1442.2	43930	46062
ENSG00000064042	LIMCH1	251630	11169	276530	339210	130510	7385.6	140450	184120	113310	4858.2	111500	161030
ENSG00000064607	SUGP2	135130	5331.5	136140	186380	59040	3084.7	64069	85523	39280	1530.3	41957	59486
ENSG00000064651	SLC12A2	192510	9017.6	191950	284790	166880	7616.8	171790	271660	115640	5455	113590	186080
ENSG00000065000	AP3D1	107000	10680	257510	220320	58460	4150.3	92277	82677	41878	3905.6	94843	102320
ENSG00000065135	GNAI3	47289	2437.2	54223	81821	17161	972.31	20972	29099	0	0	0	0
ENSG00000065154	OAT	237960	12186	284160	301700	190250	10295	225760	239550	185800	9180.2	219640	229030
ENSG00000065427	KARS1	150200	6825	162230	212910	201310	10841	214640	310680	134100	8065.2	151870	203840
ENSG00000065518	NDUFB4	353660	16299	409240	334630	194530	10820	234710	187970	170460	8035	195750	155040
ENSG00000065534	MYLK	111100	6135.5	164640	159740	53793	2935	65417	71608	61142	2628	70506	79658
ENSG00000065559	MAP2K4	0	0	0	0	13957	1087.4	15712	20129	10993	447.36	13362	13944
ENSG00000065609	SNAP91	405450	21773	592200	555560	178160	9150.7	249080	234170	110580	5546.9	160260	147890
ENSG00000065833	ME1	383430	19508	405190	544940	339380	16373	339570	483450	20450	734.19	19439	25617
ENSG00000066027	PPP2R5A	0	2222.7	47016	59691	42111	3085.4	74235	86562	30628	1994.3	52716	57534
ENSG00000066032	CTNNA2	266490	13210	274020	399620	234240	12379	245170	370320	125000	6236.7	133940	198530
ENSG00000066044	ELAVL1	185200	9487.9	196020	265720	88260	3857.7	94841	138230	56406	2075.1	58301	85058
ENSG00000066084	DIP2B	63105	3635.5	178280	201010	10348	821.69	51777	56092	21294	1281.3	47738	53029
ENSG00000066248	NGEF	35980	2269.2	42108	38245	16617	669.07	18941	17282	12689	755.26	16155	14554
ENSG00000066427	ATXN3	19530	842.64	28923	27152	8341.2	391.95	11931	11280	6450.7	217.51	9748.3	8477.2
ENSG00000066557	LRRC40	471820	23717	491960	619710	136880	6726.1	155320	171050	76598	3554.3	84709	98710
ENSG00000066583	ISOC1	17742	715.51	27597	22759	69324	3409.6	84925	102350	27309	1349.3	34310	42178
ENSG00000066739	ATG2B	67177	3441.9	76677	86084	24709	1232.9	30614	26053	12567	492.84	16340	14516
ENSG00000066926	FECH	248110	12577	255710	270740	102700	4518.5	97221	110980	182370	12158	204450	293210
ENSG00000067057	PFKP	1067300	50689	1033800	1453100	778900	36327	742290	1087400	557800	26390	514140	765060
ENSG00000067141	NEO1	119920	5732.5	125980	169510	82104	4573.2	88111	110850	74908	4116.1	85525	105800
ENSG00000067177	PHKA1	11115	793.36	13495	16896	7485.6	319.31	9099.5	11355	5367.2	134.26	5795.6	7926.1
ENSG00000067191	CACNB1	281560	14608	303410	357290	202710	10261	215090	252360	110830	4598.4	122750	146610
ENSG00000067369	TP53BP1	0	0	33129	44872	8817.5	569.09	26443	30452	5881.3	158.87	6812.1	8299.7
ENSG00000067704	IARS2	679950	36248	737750	892730	404140	21274	451540	522300	207970	11064	241020	280510
ENSG00000067715	SYT1	22600	2684.8	59196	72358	11437	1257	26887	34632	3847.9	446.97	15552	21297
ENSG00000067829	IDH3G	144200	6994.8	150370	181690	48075	2273.4	47893	67423	18821	1383	19453	24152
ENSG00000067836	ROGDI	111030	6462.9	138820	178520	75847	3844.5	84969	109360	33557	1468.2	39271	45922
ENSG00000067900	ROCK1	77015	4083.6	78949	133980	14410	1027.6	16606	24383	9470.1	615.61	12787	15608
ENSG00000067992	PDK3	49954	2095.2	56322	56667	27484	1331	33896	32320	12147	602.04	14867	14640
ENSG00000068120	COASY	56161	2261.6	64205	93473	17858	429.48	21043	26950	10080	721.13	12069	17153
ENSG00000068383	INPP5A	127280	6779.4	145420	186190	106780	5352.3	127130	150000	56877	3170.1	66709	71243
ENSG00000068400	GRIPAP1	66626	3832.3	87308	106900	94839	4648.1	104360	115990	55122	2731.4	65955	71902
ENSG00000068615	REEP1	33347	2093.6	33788	45659	7525.1	1259.9	21084	22639	7724.3	455.56	8656	11362
ENSG00000068796	KIF2A	99066	3688.7	91605	162190	137120	6840.2	135210	238440	80948	3309.3	79010	146730
ENSG00000068912	ERLEC1	41143	2223	48763	52016	32153	2087.7	41615	38823	27150	1641.3	32433	33861
ENSG00000068976	PYGM	643160	33989	643260	1007800	288760	14730	299920	487470	166820	7637.6	157760	254940
ENSG00000069329	VPS35	303860	14175	229090	557800	178470	8008.4	137500	296170	27035	1035.4	24916	52303
ENSG00000069345	DNAJA2	5103.2	426.82	6101.9	6183.3	4532.8	162.03	5281	6864.4	0	0	0	0
ENSG00000069424	KCNAB2	249070	11964	247490	425520	212740	10978	213860	361820	95702	4470.9	96949	158790
ENSG00000069535	MAOB	673420	35653	1094100	1721900	280310	13344	459320	733170	347130	18252	508860	821050
ENSG00000069849	ATP1B3	286760	14495	363060	475510	163320	7669.4	203700	272390	131000	6740.7	162810	217580
ENSG00000069966	GNB5	24417	1202.7	22192	30697	1717.9	93.672	2332.7	2105.2	1217.9	0	1571.6	1576
ENSG00000070010	UFD1	225680	13147	257820	319430	102250	4987.2	113540	148390	96353	5971.6	111440	147970
ENSG00000070061	ELP1	43083	2460.8	42571	55560	16595	892.36	16812	22477	0	0	0	0
ENSG00000070081	NUCB2	15570	532.54	14884	25420	11704	579.38	14160	19256	2594.4	0	3391.9	5461
ENSG00000070087	PFN2	187100	9300.4	241820	280990	151170	6970.4	174390	203670	140450	7356.7	165150	193250
ENSG00000070182	SPTB	192160	9172.8	156480	203070	196690	8616.8	156950	233680	97066	3672.2	65002	88443
ENSG00000070214	SLC44A1	83253	4026.7	101810	157600	2478.4	50.423	3469.9	4267.9	0	0	0	0
ENSG00000070366	SMG6	0	0	0	0	26445	1590.5	32743	35144	15084	815.22	16808	16630
ENSG00000070367	EXOC5	45524	2959.2	76526	72906	14146	832.42	20354	20832	2951.1	130.02	3172.7	4217.7
ENSG00000070610	GBA2	89062	4119.3	107240	105860	37121	1853.5	48087	46471	27543	991.52	36503	35480
ENSG00000070669	ASNS	12022	680.39	16852	17736	12734	470.24	17383	18625	0	0	0	0
ENSG00000070718	AP3M2	187310	10313	350590	399000	192780	10521	250490	295430	101450	5567.5	145940	165540
ENSG00000070808	CAMK2A	16730	611.49	19609	56164	94081	4380.3	114410	133810	50418	2051.6	59053	64561
ENSG00000070831	CDC42	141930	6600.7	142580	172490	33005	1269.2	36991	41639	35630	1222.4	36786	46019
ENSG00000070882	OSBPL3	14215	727.62	12012	14119	0	0	0	0	5480.6	150.2	4055.1	5530.4
ENSG00000070961	ATP2B1	652550	32798	842380	764980	337950	19255	449030	387840	349170	17484	373050	453030
ENSG00000071051	NCK2	202570	12224	221600	324580	43078	2041.4	39915	52046	41837	1936.6	38866	50277
ENSG00000071127	WDR1	22510	936.38	22268	32874	6986.7	254.08	8105.8	11092	5897.5	298.78	6280.8	9696.3
ENSG00000071242	RPS6KA2	253740	15758	314150	388980	78843	3616.5	87588	115500	36386	1983.3	44555	59633
ENSG00000071553	ATP6AP1	217620	10256	247730	260920	75058	2811.5	84026	91446	54371	2993.5	60373	68738
ENSG00000072042	RDH11	163510	7932.5	206320	228250	109230	6070	155950	143270	57246	3309.4	82765	72599
ENSG00000072110	ACTN1	1530800	76863	1689600	1778900	762690	36428	826570	918280	478880	23962	539260	587920
ENSG00000072134	EPN2	124860	6383.4	151490	237870	51557	2698.9	68751	108690	41751	1392.1	56642	90494
ENSG00000072501	SMC1A	22180	813.98	25009	35458	14949	561.69	16639	25487	23398	983.29	25536	32329
ENSG00000072506	HSD17B10	73976	3714.9	89823	86183	65236	2933.7	74878	78045	24591	1166.7	27837	28246
ENSG00000072778	ACADVL	147730	7054.9	163730	214370	98237	5637.6	110510	136720	26880	1770.6	31340	36112
ENSG00000072832	CRMP1	153310	8964.1	184470	215630	108350	4971.4	133750	152620	71018	3323.7	85344	95809
ENSG00000072952	IRAG1	12036	1146.8	11540	20408	2868	143.19	3591.3	4895.4	2248.5	170.22	3193.7	3031.7
ENSG00000073008	PVR	139870	7261.5	167700	179530	31976	1095.1	37094	45846	33032	1724.2	40165	43325
ENSG00000073578	SDHA	483770	24067	500130	688330	323070	18554	346410	465370	151130	8446.1	170390	230120
ENSG00000073670	ADAM11	52889	1657.5	51380	66008	0	0	0	0	7809.5	473.4	8962.7	9941.8
ENSG00000073921	PICALM	204420	9432.8	234440	314300	15878	807.66	21467	24973	34518	1915.1	39693	50547
ENSG00000074054	CLASP1	258060	11577	265770	373750	197930	9278	201020	324680	133380	7484.6	145590	223950
ENSG00000074317	SNCB	87518	4337.1	71506	63364	12804	830.5	15449	12559	17085	923.68	17284	14854
ENSG00000074319	TSG101	37084	2399	51201	58651	35546	2329.1	44816	56433	34680	1350.1	41565	50656
ENSG00000074582	BCS1L	227520	12378	264550	374720	191400	8784.4	199090	307870	50130	2954	57949	91839
ENSG00000074590	NUAK1	64063	3274.2	68180	91037	33875	1663.4	39577	51161	24392	1189.9	24945	35214
ENSG00000074800	ENO1	262220	13610	239500	520460	263830	12088	247990	526170	238520	10447	213020	462950
ENSG00000074842	MYDGF	190780	8641.3	207900	240830	65033	3039.1	72345	85804	22925	706.51	25097	26406
ENSG00000075142	SRI	404850	20934	435170	767230	174280	9083.1	187860	303540	128990	6416.5	134460	237360
ENSG00000075239	ACAT1	507360	26881	510030	743150	269460	13367	275940	424870	227850	12337	231190	396970
ENSG00000075340	ADD2	344760	14321	233720	433420	466500	23006	402080	444470	299180	13815	251360	292140
ENSG00000075391	RASAL2	45190	2636.2	51273	58128	0	0	0	0	11143	603.27	11962	14402
ENSG00000075413	MARK3	60557	3297	71355	82918	29823	1617	40135	41296	17769	897.9	22132	24659
ENSG00000075618	FSCN1	325530	17771	380440	598520	125790	5441.2	157640	245160	44713	1967.6	79022	113550
ENSG00000075651	PLD1	21155	1173.1	21472	29040	33543	1474	35014	50941	3923.2	0	4548.1	5559.5
ENSG00000075711	DLG1	96969	4699.6	102900	141630	26258	1548.2	32336	48488	10951	548.43	13117	14082
ENSG00000075785	RAB7A	263840	15137	337030	470180	103110	4697	132260	184070	71027	3681.5	92333	120420
ENSG00000075945	KIFAP3	363770	18078	380160	429370	160440	7657.7	169510	177240	125690	6491.8	134350	138210
ENSG00000076043	REXO2	247610	12522	289650	444070	80433	4231.1	93247	145670	81008	4426.9	100590	155220
ENSG00000076201	PTPN23	403990	20067	414870	598570	260150	12127	272670	393200	94056	3891.6	99264	140470
ENSG00000076356	PLXNA2	77958	4763.5	98450	107400	42554	2675.4	53726	58611	25282	1471.2	33589	35860
ENSG00000076513	ANKRD13A	30789	1258.6	28410	41638	23277	645.15	21270	31283	11115	495.91	10389	15745
ENSG00000076554	TPD52	344660	17632	254310	494590	228790	11688	177860	324940	129550	5610.7	97807	176240
ENSG00000076685	NT5C2	111690	5832.2	130480	192770	0	0	0	0	38567	1911.3	45566	63332
ENSG00000076706	MCAM	0	0	0	26489	21393	1073.6	14899	53995	13063	478.19	9952	21178
ENSG00000076826	CAMSAP3	169540	8404.1	187280	211460	139310	6476.1	155080	166090	143660	7447	152050	174380
ENSG00000076864	RAP1GAP	68555	5705.2	116000	173710	39517	5224.6	44942	71244	29166	3508.4	71903	108020
ENSG00000077063	CTTNBP2	44458	2602.9	55177	53651	15641	695.9	19020	18537	8178.8	322.96	9163	9580.2
ENSG00000077097	TOP2B	85439	4569.6	84442	111700	30961	1576.8	31651	44185	16010	691.86	15732	23431
ENSG00000077522	ACTN2	465220	23306	516560	392110	353490	17816	376280	296560	204150	9101.2	229070	172060
ENSG00000077549	CAPZB	252740	12552	304730	374670	142480	7821.9	205710	195720	96868	4583.5	131040	132820
ENSG00000078018	MAP2	1359300	67643	1730300	1739100	816330	40115	988770	1025400	631000	32789	779310	800080
ENSG00000078053	AMPH	353290	23879	498900	642970	127840	7972.6	169900	211360	173790	10737	212410	292120
ENSG00000078070	MCCC1	157430	9019	194830	279300	108620	4807.3	128390	198520	65266	3250.8	77411	116400
ENSG00000078114	NEBL	26755	737.73	31581	31708	7829.3	238.69	9257.1	10088	10909	376.96	12250	13996
ENSG00000078140	UBE2K	40494	1450.7	37812	57350	14515	755.4	14700	22101	10401	460.08	10911	14883
ENSG00000078142	PIK3C3	21567	937.08	23505	27142	14018	600.92	13148	15527	7667.2	309.35	7716.4	9280.5
ENSG00000078237	TIGAR	22635	1147.2	24541	36646	12393	646.45	12848	19413	7756.4	262.09	7950.5	11614
ENSG00000078668	VDAC3	111450	4394.9	125170	140320	86428	3224.8	95443	100340	74416	3566.6	86493	96082
ENSG00000078902	TOLLIP	94192	4181	192430	244670	51617	2498.7	92149	108710	14524	521.31	30649	38219
ENSG00000079246	XRCC5	267660	14304	334640	473810	202480	10628	234820	347840	193040	10003	225900	328080
ENSG00000079308	TNS1	69815	4281.7	96398	115400	41140	1685.6	55683	67301	27527	1400.3	39975	45870
ENSG00000079332	SAR1A	106240	5034.2	127900	167730	50229	1838.1	60541	76682	29126	1402.6	36983	46133
ENSG00000079435	LIPE	249950	12888	259040	381400	44540	2259.3	49655	60084	110940	5632.4	108670	162940
ENSG00000079691	CARMIL1	89174	4938.6	115860	132990	44587	2215.9	51719	62262	27269	1443.2	34774	42755
ENSG00000079739	PGM1	294270	14247	461790	730240	268850	12299	354160	603570	154880	7482.4	217200	356940
ENSG00000079785	DDX1	98529	5333	106590	196500	33284	1131.9	32261	61090	27593	1335.4	32326	65149
ENSG00000079805	DNM2	587340	27729	574280	941560	251000	12920	245180	417040	154290	7257.7	157640	262120
ENSG00000079819	EPB41L2	360030	21877	523940	912280	171550	8790.3	240370	404810	133140	7529.5	177590	328450
ENSG00000079841	RIMS1	11840	272.71	16066	14636	3194	132.16	4505	3519.5	0	0	0	0
ENSG00000079931	MOXD1	272410	13905	311360	351240	117620	6472.7	136430	151650	65147	3381.7	78318	82794
ENSG00000079950	STX7	27302	1309.2	29151	51412	0	0	0	0	15138	826.8	16519	22770
ENSG00000080371	RAB21	108270	5813.7	135270	175780	42349	2002.4	49433	70487	0	0	0	0
ENSG00000080493	SLC4A4	65958	2958.3	66522	97917	41808	2260.2	38602	62200	34898	1459.8	30367	49309
ENSG00000080819	CPOX	17879	957.43	23813	29999	6568.9	263.89	8370.5	9416.7	0	0	0	0
